/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_435.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_435.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_435.jpg,0,0,0,1.422363E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_511.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_511.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_511.jpg,0,0,0,8.544238E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_594.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_594.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_594.jpg,0,0,0,1.975799E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_678.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_678.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_678.jpg,0,0,0,1.047797E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_764.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_764.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_764.jpg,0,0,0,2.054592E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_847.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_847.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_847.jpg,0,0,0,5.950823E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_07_930.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_07_930.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_07_930.jpg,0,0,0,6.8149E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_08_010.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_08_010.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_08_010.jpg,0,0,0,6.138692E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_08_090.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_08_090.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_08_090.jpg,0,0,0,3.888757E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_08_174.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_08_174.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_08_174.jpg,0,0,0,7.421706E-07
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_08_258.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_08_258.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_08_258.jpg,0,0,0,2.243958E-06
/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/center_2019_08_25_04_55_08_344.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/left_2019_08_25_04_55_08_344.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/IMG/right_2019_08_25_04_55_08_344.jpg,0,0,0,2.429566E-06
